Date,URL,Title,Text
01/08/2019:,https://archives.hud.gov//news/2019/pr19-001.cfm,FHA Calls on Lenders to Assist Federal Workers and Contractors Impacted by the Federal Government Shutdown,"WASHINGTON - The Federal Housing Administration (FHA) today called on all approved mortgagees and lenders to be sensitive to the financial hardships experienced by borrowers as a result of the shutdown, including those borrowers subject to furlough, layoff, or a reduction in income related to the shutdown. Read FHA Commissioner Brian Montgomery's letter to lenders and approved mortgagees.
FHA approved mortgagees and lenders are reminded of their ongoing obligation to offer special forbearance to borrowers experiencing loss of income.
FHA expects all approved mortgagees and lenders to make every effort to communicate with and assist affected borrowers to the greatest extent possible by:
extending special forbearance plans to borrowers impacted by the shutdown, and fully evaluating borrowers for available loss mitigation options to avoid foreclosure whenever possible.
• extending special forbearance plans to borrowers impacted by the shutdown, and
• fully evaluating borrowers for available loss mitigation options to avoid foreclosure whenever possible.
""In accordance with longstanding policy, FHA expects mortgagees to assist borrowers experiencing a loss of income,"" said FHA Commissioner Brian Montgomery in a letter to FHA-approved lenders and mortgagees.
FHA is also strongly encouraging all approved mortgagees and lenders to waive late fees for affected borrowers and to suspend credit reporting on borrowers nationwide who have been affected by the shutdown."
01/09/2019:,https://archives.hud.gov//news/2019/pr19-002.cfm,Ginnie Mae Executive Vice President Bright Steps Down,"WASHINGTON - The Department of Housing and Urban Development (HUD) and the Government National Mortgage Association (Ginnie Mae) today announced Executive Vice President and Chief Operations Officer Michael Bright will be stepping down on January 16 and has requested that his nomination for President of Ginnie Mae be withdrawn to pursue a new opportunity in the private sector.
In a resignation letter to Housing and Urban Development Secretary Ben Carson, Bright wrote:
The opportunity to serve the country and our economy in this capacity has been a tremendous honor... I am incredibly proud of what we have accomplished since early 2017. As you are aware, over the past two years, Ginnie Mae's total outstanding portfolio crossed the $2 trillion mark, and last year we served 1.9 million American families as they purchased or refinanced a home. This would not have taken place without the dedication and leadership of the Ginnie Mae staff, who are some of the most knowledgeable and mission-focused professionals I have ever worked with.
""I want to thank Michael for his many contributions to Ginnie Mae over the last two years,"" said Secretary Carson. ""He has assembled a first-rate team and successfully managed and expanded a portfolio that enables millions of Americans to become homeowners each year. We wish him the best in his future.""
Maren Kasper, current Executive Vice President of Ginnie Mae, will serve as the Acting President upon Bright's departure. Kasper joined Ginnie Mae in June 2017.
As announced (https://ginniemae.gov/newsroom/Pages/PressReleaseDispPage.aspx?ParamID=149) on December 22, 2018, during a lapse in government funding, Ginnie Mae will continue to remit timely payment of principal and interest to investors. There will also be no disruption of essential functions, including the granting of commitment authority and support for continued issuance of Ginnie Mae-guaranteed Mortgage Backed Securities (MBS) and Real Estate Mortgage Investment Conduits (REMICs)."
01/26/2019:,https://archives.hud.gov//news/2019/pr19-003.cfm,HUD Renews Funding to Thousands of Local Homeless Programs,"WASHINGTON - The U.S. Department of Housing and Urban Development (HUD) today awarded approximately $2 billion to renew support to thousands of local homeless assistance programs across the nation. HUD's Continuum of Care grants will provide critically needed support to 5,800 local programs on the front lines of serving individuals and families experiencing homelessness. View a complete list of all the state and local homeless projects awarded funding (www.hudexchange.info/programs/coc/awards/).
HUD is today announcing renewal funding for previously funded local programs. The agency will announce new project awards at a later date.
""At this time of year, thousands of local homeless assistance providers receive federal funding to operate and maintain stable housing for those living in our shelter system and on our streets,"" said HUD Secretary Ben Carson. ""Renewing these grants will come as a huge relief to these providers, and it will allow them to continue their work to house and serve our most vulnerable neighbors.""
HUD Continuum of Care grant funding supports a broad array of interventions designed to assist individuals and families experiencing homelessness, particularly those living in places not meant for habitation, located in sheltering programs, or at imminent risk of becoming homeless. Each year, HUD serves more than a million people through emergency shelter, transitional, and permanent housing programs.
HUD continues to challenge state and local planning organizations called ""Continuums of Care"" to support their highest performing local programs that have proven most effective in meeting the needs of persons experiencing homelessness in their communities. Many of these state and local planners also embraced HUD's call to shift funds from existing underperforming projects to create new ones that are based on best practices that will further their efforts to prevent and end homelessness.
Last December, local communities reported homelessness in the U.S. remained largely unchanged in 2018. Based upon these local reports, HUD's 2018 Annual Homeless Assessment Report to Congress (www.hudexchange.info/resources/documents/2018-AHAR-Part-1.pdf) found that 552,830 persons experienced homelessness on a single night in 2018, an increase of 0.3 percent since 2017. The number of families with children experiencing homelessness declined 2.7 percent since 2017 and 29 percent since 2010. Local communities also reported a continuing trend in reducing veteran homelessness across the country - the number of veterans experiencing homelessness fell 5.4 percent since January 2017 and by 49 percent since 2010.
The renewal grants HUD is awarded include (View a complete list of all the state and local homeless projects (www.hudexchange.info/programs/coc/awards/)):"
01/31/2019:,https://archives.hud.gov//news/2019/pr19-004.cfm,HUD Secretary Carson Announces Agreement to Address Longstanding Issues at NYCHA,"WASHINGTON - U.S. Housing and Urban Development (HUD) Secretary Ben Carson today announced an agreement with the City of New York and the New York City Housing Authority (NYCHA) to provide a new roadmap forward for NYCHA that will address the longstanding issues at the housing authority’s properties. Read the agreement.
""The families who have endured unimaginably poor housing conditions deserve better from their housing authority,"" said Secretary Carson. ""Today we are presenting NYCHA residents with bold new solutions for decades-old problems.""
The agreement, made under the authority of Secretary Carson and not subject to court approval, establishes specific requirements and milestones to address the serious health and safety hazards at NYCHA properties, including lead-based paint, mold, heat, vermin, among others. It also recognizes the existence of a substantial default by NYCHA but does not impose a receiver.
As part of the agreement, the City is committing at least $2.2 billion in funding over the next 10 years to address these issues. HUD will continue to provide funding to NYCHA, which is estimated to be $1.5 billion this year.
The agreement also establishes a federal monitor selected by HUD and the Southern District of New York (SDNY) with input from the City. The monitor will submit quarterly reports to HUD and SDNY, which will be made publicly available. The City will pay the cost of the monitor in addition to its other financial commitments. The parties expect to announce the monitor in the near future.
In addition, the plan meets the following key principles as required by HUD in December 2018 when Secretary Carson agreed to work with Mayor Bill de Blasio to reach an agreement to avoid receivership:
A sustainable commitment to decent, safe and sanitary affordable housing using all tools available Setting specific performance targets for lead, mold, elevator, heat and vermin issues Robust oversight to assure remediation objectives are met Milestones for measuring meaningful progress toward remediation goals and other institutional improvements at NYCHA Reduction of unwarranted costs and elimination of bureaucratic impediments to efficient operations Management of the highest quality and commitment Local control of day-to-day operations by NYCHA and New York City Strong remedies that are immediately available to address any future failure to perform, whether in the case of individuals or organizational structures Commitment of all relevant emergency powers available to NYCHA by New York City and New York State Commitment of additional financial resources from New York City and New York State for remediation and future sustainability
• A sustainable commitment to decent, safe and sanitary affordable housing using all tools available
• Setting specific performance targets for lead, mold, elevator, heat and vermin issues
• Robust oversight to assure remediation objectives are met
• Milestones for measuring meaningful progress toward remediation goals and other institutional improvements at NYCHA
• Reduction of unwarranted costs and elimination of bureaucratic impediments to efficient operations
• Management of the highest quality and commitment
• Local control of day-to-day operations by NYCHA and New York City
• Strong remedies that are immediately available to address any future failure to perform, whether in the case of individuals or organizational structures
• Commitment of all relevant emergency powers available to NYCHA by New York City and New York State
• Commitment of additional financial resources from New York City and New York State for remediation and future sustainability
""This is a very positive outcome, one that I believe can bring meaningful change to living conditions of the many thousands of families who depend upon NYCHA for their housing,"" said Secretary Carson. ""But there is still a lot of work to be carried out. We look forward to continuing what has been a productive working relationship with the Mayor and his team. HUD will continue to advocate for the hundreds of thousands of children, women and men in New York City whose lives and livelihoods depend on having safe, fair and affordable housing. They deserve nothing less."""
01/31/2019:,https://archives.hud.gov//news/2019/pr19-005.cfm,HUD and Census Bureau Report New Residential Sales in November 2018,"WASHINGTON - The U.S. Department of Housing and Urban Development (HUD) and the U.S. Census Bureau jointly announced the following new residential sales statistics for November 2018:

New Home Sales
Sales of new single-family houses in November 2018 were at a seasonally adjusted annual rate of 657,000. This is 16.9 percent (±19.9 percent)* above the revised October rate of 562,000 and is 7.7 percent (±20.7 percent)* below the November 2017 estimate of 712,000.
Sales Price
The median sales price of new houses sold in November 2018 was $302,400. The average sales price was $362,400.
For Sale Inventory and Months' Supply
The seasonally adjusted estimate of new houses for sale at the end of November was 330,000. This represents a supply of 6.0 months at the current sales rate.
Read more about new residential sales activity (www.census.gov/construction/nrs/index.html).
EXPLANATORY NOTES
In interpreting changes in the statistics in this release, note that month-to-month changes in seasonally adjusted statistics often show movements which may be irregular. It may take three months to establish an underlying trend for building permit authorizations, six months for total starts, and six months for total completions. The statistics in this release are estimated from sample surveys and are subject to sampling variability as well as nonsampling error including bias and variance from response, nonreporting, and undercoverage. Estimated relative standard errors of the most recent data are shown in the tables. Whenever a statement such as ""2.5 percent (±3.2 percent) above"" appears in the text, this indicates the range (-0.7 to +5.7 percent) in which the actual percentage change is likely to have occurred. All ranges given for percentage changes are 90 percent confidence intervals and account only for sampling variability. If a range does not contain zero, the change is statistically significant. If it does contain zero, the change is not statistically significant; that is, it is uncertain whether there was an increase or decrease. The same policies apply to the confidence intervals for percentage changes shown in the tables. On average, the preliminary seasonally adjusted estimates of total building permits, housing starts and housing completions are revised 3 percent or less. Explanations of confidence intervals and sampling variability can be found at the Census Bureau's website (www.census.gov/construction/nrs/how_the_data_are_collected/index.html).
* The 90 percent confidence interval includes zero. In such cases, there is insufficient statistical evidence to conclude that the actual change is different from zero."
02/01/2019:,https://archives.hud.gov//news/2019/pr19-006.cfm,HUD Releases 2018 Year in Review Highlighting Accomplishments under Secretary Carson,"WASHINGTON - Today, the U.S. Department of Housing and Urban Development (HUD) released its 2018 Year in Review outlining the major accomplishments of the agency under Secretary Ben Carson.
""Over the past year, the Trump Administration has continued to deliver on its promise to create greater economic opportunity for low-income families and encourage reinvestment in underserved communities,"" Secretary Carson said. ""HUD is advancing its mission by providing sustainable homeownership opportunities, removing barriers to revitalization and affordable housing, and helping communities impacted by natural disasters rebuild, among other efforts. I look forward to continue building on the successes of the past year and opening more pathways to self-sufficiency for HUD-assisted families.""
HUD's achievements in 2018 include:
Spurring Reinvestment in Communities HUD preserved affordable housing options by converting over 100,000 public housing units through the Rental Assistance Demonstration (RAD) program, which has generated close to $6 billion in construction investment. The Administration established the White House Opportunity and Revitalization Council, covering 13 federal agencies and led by Secretary Carson, which will work to prioritize Opportunity Zones in a variety of federal efforts, including grant funding, loan guarantees, infrastructure spending and crime prevention.
• Spurring Reinvestment in Communities HUD preserved affordable housing options by converting over 100,000 public housing units through the Rental Assistance Demonstration (RAD) program, which has generated close to $6 billion in construction investment. The Administration established the White House Opportunity and Revitalization Council, covering 13 federal agencies and led by Secretary Carson, which will work to prioritize Opportunity Zones in a variety of federal efforts, including grant funding, loan guarantees, infrastructure spending and crime prevention.
HUD preserved affordable housing options by converting over 100,000 public housing units through the Rental Assistance Demonstration (RAD) program, which has generated close to $6 billion in construction investment. The Administration established the White House Opportunity and Revitalization Council, covering 13 federal agencies and led by Secretary Carson, which will work to prioritize Opportunity Zones in a variety of federal efforts, including grant funding, loan guarantees, infrastructure spending and crime prevention.
• HUD preserved affordable housing options by converting over 100,000 public housing units through the Rental Assistance Demonstration (RAD) program, which has generated close to $6 billion in construction investment.
• The Administration established the White House Opportunity and Revitalization Council, covering 13 federal agencies and led by Secretary Carson, which will work to prioritize Opportunity Zones in a variety of federal efforts, including grant funding, loan guarantees, infrastructure spending and crime prevention.
Advancing Economic Opportunity HUD's Federal Housing Administration (FHA) served nearly 669,000 mostly first and low- to moderate-income, single-family homebuyers through home loans; supported the production and preservation of 121,600 multifamily units; and provided $2.45 billion in insurance for hospital and residential care facilities. Ginnie Mae served 1.86 million households by attracting global capital to the nation's housing market through its mortgage-backed security (MBS) in conjunction with the government's lending programs, such as the FHA and Veterans Affairs (VA).
• Advancing Economic Opportunity HUD's Federal Housing Administration (FHA) served nearly 669,000 mostly first and low- to moderate-income, single-family homebuyers through home loans; supported the production and preservation of 121,600 multifamily units; and provided $2.45 billion in insurance for hospital and residential care facilities. Ginnie Mae served 1.86 million households by attracting global capital to the nation's housing market through its mortgage-backed security (MBS) in conjunction with the government's lending programs, such as the FHA and Veterans Affairs (VA).
HUD's Federal Housing Administration (FHA) served nearly 669,000 mostly first and low- to moderate-income, single-family homebuyers through home loans; supported the production and preservation of 121,600 multifamily units; and provided $2.45 billion in insurance for hospital and residential care facilities. Ginnie Mae served 1.86 million households by attracting global capital to the nation's housing market through its mortgage-backed security (MBS) in conjunction with the government's lending programs, such as the FHA and Veterans Affairs (VA).
• HUD's Federal Housing Administration (FHA) served nearly 669,000 mostly first and low- to moderate-income, single-family homebuyers through home loans; supported the production and preservation of 121,600 multifamily units; and provided $2.45 billion in insurance for hospital and residential care facilities.
• Ginnie Mae served 1.86 million households by attracting global capital to the nation's housing market through its mortgage-backed security (MBS) in conjunction with the government's lending programs, such as the FHA and Veterans Affairs (VA).
Reducing Homelessness Among Extremely Vulnerable Populations HUD, through the HUD-Veterans Affairs Supportive Housing (HUD-VASH) program, reduced veteran homelessness by 5.4 percent since last year, falling to nearly half of the number of homeless veterans reported in 2010. HUD-supported Continuums of Care (CoCs) reduced the number of families with children experiencing homelessness by 2.7 percent since 2017 and 29 percent since 2010.
• Reducing Homelessness Among Extremely Vulnerable Populations HUD, through the HUD-Veterans Affairs Supportive Housing (HUD-VASH) program, reduced veteran homelessness by 5.4 percent since last year, falling to nearly half of the number of homeless veterans reported in 2010. HUD-supported Continuums of Care (CoCs) reduced the number of families with children experiencing homelessness by 2.7 percent since 2017 and 29 percent since 2010.
HUD, through the HUD-Veterans Affairs Supportive Housing (HUD-VASH) program, reduced veteran homelessness by 5.4 percent since last year, falling to nearly half of the number of homeless veterans reported in 2010. HUD-supported Continuums of Care (CoCs) reduced the number of families with children experiencing homelessness by 2.7 percent since 2017 and 29 percent since 2010.
• HUD, through the HUD-Veterans Affairs Supportive Housing (HUD-VASH) program, reduced veteran homelessness by 5.4 percent since last year, falling to nearly half of the number of homeless veterans reported in 2010.
• HUD-supported Continuums of Care (CoCs) reduced the number of families with children experiencing homelessness by 2.7 percent since 2017 and 29 percent since 2010.
Funding Disaster Recovery at Historic Levels HUD has responded to natural disasters with historic funding levels and assistance to support the long-term recovery of affected communities. Specifically, HUD is allocating more than $35 billion in Community Development Block Grant – Disaster Recovery (CDBG-DR) funding to 16 states and local governments in FY2018 following several natural disasters to support long-term recovery efforts. HUD introduced new FHA financing options, including the ""Disaster Standalone Partial Claim,"" for disaster victims who are rebuilding or buying another home following a disaster. This option covered up to 12 months of missed mortgage payments via an interest-free second loan on the home.
• Funding Disaster Recovery at Historic Levels HUD has responded to natural disasters with historic funding levels and assistance to support the long-term recovery of affected communities. Specifically, HUD is allocating more than $35 billion in Community Development Block Grant – Disaster Recovery (CDBG-DR) funding to 16 states and local governments in FY2018 following several natural disasters to support long-term recovery efforts. HUD introduced new FHA financing options, including the ""Disaster Standalone Partial Claim,"" for disaster victims who are rebuilding or buying another home following a disaster. This option covered up to 12 months of missed mortgage payments via an interest-free second loan on the home.
HUD has responded to natural disasters with historic funding levels and assistance to support the long-term recovery of affected communities. Specifically, HUD is allocating more than $35 billion in Community Development Block Grant – Disaster Recovery (CDBG-DR) funding to 16 states and local governments in FY2018 following several natural disasters to support long-term recovery efforts. HUD introduced new FHA financing options, including the ""Disaster Standalone Partial Claim,"" for disaster victims who are rebuilding or buying another home following a disaster. This option covered up to 12 months of missed mortgage payments via an interest-free second loan on the home.
• HUD has responded to natural disasters with historic funding levels and assistance to support the long-term recovery of affected communities. Specifically, HUD is allocating more than $35 billion in Community Development Block Grant – Disaster Recovery (CDBG-DR) funding to 16 states and local governments in FY2018 following several natural disasters to support long-term recovery efforts.
• HUD introduced new FHA financing options, including the ""Disaster Standalone Partial Claim,"" for disaster victims who are rebuilding or buying another home following a disaster. This option covered up to 12 months of missed mortgage payments via an interest-free second loan on the home.
Protecting Taxpayers HUD won a significant legal victory in Anaheim Gardens v. United States, a case that has been pending for 25 years and presented HUD and the Federal government with potentially more than $100 million in liability exposure. HUD reduced the FHA's exposure to risk and promoted sustainable homeownership. Specifically, HUD exceeded the statutorily mandated 2.0% capital ratio in the Mutual Mortgage Insurance (MMI) Fund in fiscal years 2017 and 2018 by not implementing a premium decrease announced by the previous administration.
• Protecting Taxpayers HUD won a significant legal victory in Anaheim Gardens v. United States, a case that has been pending for 25 years and presented HUD and the Federal government with potentially more than $100 million in liability exposure. HUD reduced the FHA's exposure to risk and promoted sustainable homeownership. Specifically, HUD exceeded the statutorily mandated 2.0% capital ratio in the Mutual Mortgage Insurance (MMI) Fund in fiscal years 2017 and 2018 by not implementing a premium decrease announced by the previous administration.
HUD won a significant legal victory in Anaheim Gardens v. United States, a case that has been pending for 25 years and presented HUD and the Federal government with potentially more than $100 million in liability exposure. HUD reduced the FHA's exposure to risk and promoted sustainable homeownership. Specifically, HUD exceeded the statutorily mandated 2.0% capital ratio in the Mutual Mortgage Insurance (MMI) Fund in fiscal years 2017 and 2018 by not implementing a premium decrease announced by the previous administration.
• HUD won a significant legal victory in Anaheim Gardens v. United States, a case that has been pending for 25 years and presented HUD and the Federal government with potentially more than $100 million in liability exposure.
• HUD reduced the FHA's exposure to risk and promoted sustainable homeownership. Specifically, HUD exceeded the statutorily mandated 2.0% capital ratio in the Mutual Mortgage Insurance (MMI) Fund in fiscal years 2017 and 2018 by not implementing a premium decrease announced by the previous administration.
Read more of HUD's 2018 accomplishments here and about many of the individuals and families who have been impacted by HUD's programs and services at HUD.gov/humansofhud."
02/06/2019:,https://archives.hud.gov//news/2019/pr19-007.cfm,Readout of Secretary Ben Carson's Meeting with Governor Ricardo Rosselló on Puerto Rico's Hurricane Recovery,"
WASHINGTON - This morning, Housing and Urban Development (HUD) Secretary Ben Carson met with Puerto Rico Governor Ricardo Rosselló at HUD Headquarters in Washington, D.C. to discuss the status of Puerto Rico's rebuilding efforts following the 2017 hurricanes. The meeting lasted approximately 30 minutes. The Secretary was joined by Acting Deputy Secretary Brian Montgomery, who oversees the disaster recovery program at HUD, and Acting Assistant Secretary for Community Planning and Development David Woll. The Governor was joined by Puerto Rico's Housing Secretary, Fernando Gil.
During the meeting, the Secretary reaffirmed HUD's commitment to helping rebuild a stronger and more resilient Puerto Rico. The Governor pledged his commitment to transparency and offered his assurance that the Commonwealth would maintain the proper financial controls for the Community Development Block Grant-Disaster Recovery (CDBG-DR) dollars that HUD has allocated to the Island. Secretary Carson and Governor Rosselló look forward to continuing an open and regular dialogue about rebuilding efforts as Puerto Rico prepares to use its initial $1.5 billion in disaster recovery funding."
02/08/2019:,https://archives.hud.gov//news/2019/pr19-008.cfm,HUD Awards Over $202 Million to Help End Homelessness,"WASHINGTON - The U.S. Department of Housing and Urban Development today awarded $202 million in FY18 Continuum of Care (CoC) Program grants to support new homeless programs across the country, including nearly $50 million to projects dedicated to assisting survivors of domestic violence, dating violence, and stalking. View a complete list of all the state and local homeless projects awarded funding (www.hudexchange.info/programs/coc/awards/).
Last month, HUD announced nearly $2 billion in CoC grants to renew funding to thousands of local homeless assistance programs nationwide. Combined, this funding represents a record investment to support state and local efforts to reduce and end homelessness.
HUD Secretary Ben Carson made the announcement in Akron, Ohio today during a visit to the Battered Women's Shelter, a grantee that received funding and will use it to house domestic violence victims who are on the verge of homelessness.
""Today we make another critical investment to those persons and families living in our shelters and on our streets,"" said HUD Secretary Ben Carson. ""These new programs will join those already on the front lines in their communities working to end homelessness.""
HUD supports a broad array of interventions designed to assist individuals and families experiencing homelessness, particularly those living in places not meant for habitation, located in sheltering programs, or at imminent risk of becoming homeless. Each year, HUD serves more than a million people through emergency shelter, transitional, and permanent housing programs.
HUD continues to challenge state and local planning organizations called ""Continuums of Care"" to support their highest performing local programs that have proven most effective in meeting the needs of persons experiencing homelessness in their communities. Many of these state and local planners also embraced HUD’s call to shift funds from existing underperforming projects to create new ones that are based on best practices that will further their efforts to prevent and end homelessness."
02/11/2019:,https://archives.hud.gov//news/2019/pr19-009.cfm,HUD Announces Disaster Assistance for Alaska Earthquake Victims,"WASHINGTON - The U.S. Department of Housing and Urban Development (HUD) today announced it will speed federal disaster assistance to the State of Alaska and provide support to homeowners and low-income renters forced from their homes in areas affected by earthquake.
On January 31st, President Trump issued a major disaster declaration (www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-alaska-disaster-declaration-4/) for Municipality of Anchorage, Matanuska-Susitna Borough, and Kenai Peninsula Borough.
The President's declaration allows HUD to offer foreclosure relief and other assistance to certain families living in these counties. HUD is:
Providing immediate foreclosure relief - HUD's automatic 90-day moratorium on foreclosures of Federal Housing Administration (FHA)-insured home mortgages commenced for the Alaska counties covered under yesterday's Presidential declaration on the date of the declaration. For assistance, call your loan servicer or FHA's Resource Center at 1-800-304-9320; Making mortgage insurance available - HUD's Section 203(h) program provides FHA insurance to disaster victims whose homes were destroyed or damaged to such an extent that reconstruction or replacement is necessary and are facing the daunting task of rebuilding or buying another home. Borrowers from participating FHA-approved lenders are eligible for 100 percent financing, including closing costs; Making insurance available for both mortgages and home rehabilitation - HUD's Section 203(k) loan program enables those who have lost their homes to finance the purchase or refinance of a house along with its repair through a single mortgage. It also allows homeowners who have damaged houses to finance the rehabilitation of their existing single-family home; and Making information on housing providers and HUD programs available - The Department will share information with the Federal Emergency Management Agency (FEMA) and the State on housing providers that may have available units in the impacted counties. This includes Public Housing Agencies and Multi-Family owners. The Department will also connect FEMA and the State to subject matter experts to provide information on HUD programs and providers.
• Providing immediate foreclosure relief - HUD's automatic 90-day moratorium on foreclosures of Federal Housing Administration (FHA)-insured home mortgages commenced for the Alaska counties covered under yesterday's Presidential declaration on the date of the declaration. For assistance, call your loan servicer or FHA's Resource Center at 1-800-304-9320;
• Making mortgage insurance available - HUD's Section 203(h) program provides FHA insurance to disaster victims whose homes were destroyed or damaged to such an extent that reconstruction or replacement is necessary and are facing the daunting task of rebuilding or buying another home. Borrowers from participating FHA-approved lenders are eligible for 100 percent financing, including closing costs;
• Making insurance available for both mortgages and home rehabilitation - HUD's Section 203(k) loan program enables those who have lost their homes to finance the purchase or refinance of a house along with its repair through a single mortgage. It also allows homeowners who have damaged houses to finance the rehabilitation of their existing single-family home; and
• Making information on housing providers and HUD programs available - The Department will share information with the Federal Emergency Management Agency (FEMA) and the State on housing providers that may have available units in the impacted counties. This includes Public Housing Agencies and Multi-Family owners. The Department will also connect FEMA and the State to subject matter experts to provide information on HUD programs and providers.
Read about these and other HUD programs designed to assist disaster victims on HUD's website."
02/14/2019:,https://archives.hud.gov//news/2019/pr19-010.cfm,HUD Awards $74 Million to Help Families Reach Self-Sufficiency,"WASHINGTON - U.S. Housing and Urban Development (HUD) Secretary Ben Carson today awarded $74 million to hundreds of public housing authorities across the country to continue helping public housing residents participating in the Housing Choice Voucher Program and/or reside in public housing to increase their earned income and reduce their dependency on public assistance and rental subsidies. Read more about the local impact of the grants announced today.
These grants renew HUD's support of 688 public housing authorities through the Department's Family Self-Sufficiency (FSS)) program. HUD's FSS program helps local public housing authorities hire service coordinators who work directly with residents to connect them with programs and services that already exist in the local community. The FSS program encourages innovative strategies that link housing assistance with a broad spectrum of services that will enable participating families to find jobs, increase earned income, reduce or eliminate the need for rental and/or welfare assistance, and make progress toward achieving economic independence and housing self-sufficiency.
""One of the most important things we can do as public servants is to help HUD-assisted families achieve their dreams,"" said Secretary Carson. ""Working with our local partners, HUD is connecting families to educational opportunities, job training, childcare and other resources that allow them to get higher paying jobs and, ultimately, become self-sufficient.""
FSS participants sign a five-year contract that requires the head of the household to obtain employment and that no member of the household will receive certain types of public assistance at the end of the five-year term. These families have an interest-bearing escrow account established for them. The amount credited to the family's escrow account is based on increases in the family's earned income during the term of the FSS contract. If the family successfully completes its FSS contract, the family receives the escrow funds that it can use for any purpose, including debt reduction to improve credit scores, educational expenses, or a down payment on a home.
The average household income of FSS participants nearly tripled during their time in the program, from $10,000 at the time of entry to more than $27,000 upon program completion."
